	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					36585	13:35:43.276	1539948939154618															0	1		Fixation	210	1262	508				1	1252.0	509.0	1266.0	500.0	1259.0	504.0	1259.0	504.0	335,09	153,31	338,88	155,82	336,99	154,56	216,34	163,88	536,77	277,01	164,21	537,66					561,77	561,77	2,79	2,74	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					36849	13:35:43.539	1539948939417890															0	2		Fixation	180	845	396	12,23	164,92		80	852.0	400.0	856.0	403.0	854.0	401.0	854.0	401.0	227,99	182,57	229,10	181,77	228,55	182,17	216,11	164,12	537,05	276,53	164,32	537,65					562,13	562,13	2,65	2,65	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					37059	13:35:43.749	1539948939627860															0	3		Fixation	143	781	330	2,61	134,03	329,11	143	784.0	329.0	776.0	322.0	780.0	325.0	780.0	325.0	209,86	201,63	207,71	203,38	208,78	202,50	215,26	164,02	537,07	275,74	164,22	537,43					562,18	562,18	2,53	2,52	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					37229	13:35:43.919	1539948939797847															0	4		Fixation	173	761	281	1,50	112,14	338,11	194	767.0	281.0	760.0	280.0	763.0	280.0	763.0	280.0	205,20	214,47	203,30	214,78	204,25	214,62	214,96	164,09	536,90	275,44	164,32	537,30					562,07	562,07	2,43	2,44	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					37439	13:35:44.129	1539948940007820															0	5		Fixation	150	735	218	1,92	112,36	0,22	257	729.0	213.0	730.0	219.0	729.0	216.0	729.0	216.0	195,19	232,88	195,23	231,10	195,21	231,99	214,60	164,11	537,60	275,06	164,31	537,23					562,76	562,76	2,35	2,36	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					37615	13:35:44.305	1539948940184420															0	6		Fixation	157	779	287	2,30	302,44	190,08	310	775.0	282.0	765.0	283.0	770.0	282.0	770.0	282.0	207,50	214,32	204,78	214,01	206,14	214,17	214,68	164,42	538,02	275,17	164,69	537,48					563,26	563,26	2,35	2,35	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					37792	13:35:44.482	1539948940361137															0	7		Fixation	67	818	280	1,12	10,21	67,77	363	824.0	273.0	815.0	278.0	819.0	275.0	819.0	275.0	220,62	216,61	218,13	215,22	219,38	215,91	213,17	164,15	537,60	273,70	164,29	536,02					562,88	562,88	2,37	2,37	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					37882	13:35:44.572	1539948940451056															0	8		Fixation	240	735	282	2,35	181,38	171,18	390	725.0	274.0	724.0	273.0	724.0	273.0	724.0	273.0	193,97	216,40	193,67	216,59	193,82	216,49	212,61	164,08	537,34	273,11	164,14	535,70					562,66	562,66	2,38	2,42	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					38148	13:35:44.839	1539948940717686															0	9		Fixation	277	813	283	2,21	359,26	177,88	470	822.0	283.0	820.0	281.0	821.0	282.0	821.0	282.0	220,08	214,01	219,43	214,50	219,76	214,26	211,43	162,89	535,67	271,93	163,15	533,99					560,77	560,77	2,44	2,45	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					38465	13:35:45.155	1539948941034282															0	10		Fixation	277	842	499	6,25	277,62	278,36	565	850.0	496.0	840.0	493.0	845.0	494.0	845.0	494.0	227,53	156,76	224,87	157,50	226,20	157,13	211,10	161,53	534,77	271,30	161,97	533,20					559,49	559,49	2,48	2,52	0	0				
10	10	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					38758	13:35:45.449	1539948941327664															0	11		Fixation	200	869	496	0,78	6,36	88,74	653	870.0	492.0	875.0	493.0	872.0	492.0	872.0	492.0	232,90	157,78	234,23	157,68	233,56	157,73	211,10	161,25	533,77	271,60	161,61	532,31					558,46	558,46	2,52	2,55	0	0				
11	11	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					38995	13:35:45.685	1539948941564270															0	12		Fixation	400	746	494	3,53	179,07	172,70	724	745.0	490.0	740.0	493.0	742.0	491.0	742.0	491.0	199,43	158,27	198,15	157,46	198,79	157,87	210,42	161,42	533,92	270,89	161,65	532,39					558,71	558,71	2,45	2,52	0	0				
12	12	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					39418	13:35:46.109	1539948941987584															0	13		Fixation	117	812	492	1,89	1,74	182,68	851	824.0	486.0	824.0	493.0	824.0	489.0	824.0	489.0	220,53	159,41	220,42	157,63	220,47	158,52	209,30	161,04	533,79	269,80	161,71	532,32					558,55	558,55	2,44	2,51	0	0				
13	13	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					39578	13:35:46.268	1539948942147498															0	14		Fixation	233	803	261	6,64	92,22	90,48	899	802.0	249.0	809.0	249.0	805.0	249.0	805.0	249.0	214,60	222,97	216,59	223,07	215,60	223,02	209,35	161,30	533,72	269,54	161,92	532,13					558,57	558,57	2,43	2,49	0	0				
14	14	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					39825	13:35:46.515	1539948942394195															0	15		Fixation	77	774	267	0,85	191,73	99,50	973	762.0	268.0	766.0	265.0	764.0	266.0	764.0	266.0	204,03	218,03	205,02	218,67	204,52	218,35	209,67	161,64	533,83	270,16	162,14	532,36					558,77	558,77	2,45	2,53	0	0				
15	15	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					39922	13:35:46.612	1539948942490840															0	16		Fixation	163	739	272	1,01	188,16	356,43	1002	734.0	273.0	734.0	265.0	734.0	269.0	734.0	269.0	196,54	216,73	196,53	218,83	196,54	217,78	210,02	161,88	534,18	270,52	162,39	532,79					559,15	559,15	2,48	2,54	0	0				
16	16	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					40111	13:35:46.802	1539948942680764															0	17		Fixation	237	743	207	1,85	86,49	258,33	1059	740.0	209.0	742.0	212.0	741.0	210.0	741.0	210.0	198,02	233,71	198,66	233,04	198,34	233,38	211,98	162,64	535,16	272,42	162,90	533,72					560,17	560,17	2,50	2,54	0	0				
17	17	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					40378	13:35:47.068	1539948942947395															0	18		Fixation	83	845	214	2,89	356,06	269,57	1139	837.0	212.0	844.0	210.0	840.0	211.0	840.0	211.0	224,10	233,02	225,78	233,46	224,94	233,24	214,09	163,43	536,17	274,57	163,56	535,30					561,23	561,23	2,46	2,53	0	0				
18	18	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					40525	13:35:47.215	1539948943094082															0	19		Fixation	300	823	761	15,60	267,70	271,64	1183	845.0	751.0	825.0	762.0	835.0	756.0	835.0	756.0	226,25	88,34	220,83	85,49	223,54	86,91	214,37	163,14	536,75	274,23	163,18	535,89					561,64	561,64	2,40	2,44	0	0				
19	19	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					40855	13:35:47.545	1539948943423999															0	20		Fixation	153	927	756	2,94	2,76	95,06	1282	925.0	743.0	922.0	760.0	923.0	751.0	923.0	751.0	247,63	90,41	246,67	85,87	247,15	88,14	213,37	162,92	536,98	273,78	163,15	536,07					561,86	561,86	2,47	2,48	0	0				
20	20	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	289529	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	36584	81809	45224					41025	13:35:47.715	1539948943593991															0	21		Fixation	140	894	755	0,93	178,26	175,50	1333	902.0	743.0	883.0	770.0	892.0	756.0	892.0	756.0	241,31	90,51	236,40	83,26	238,85	86,88	213,26	162,82	536,93	273,71	163,17	536,15					561,78	561,78	2,43	2,44	0	0				
