	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					20942	11:11:16.496	1541499118004416															0	1		Fixation	700	978	974				1	989.0	963.0	989.0	982.0	989.0	972.0	989.0	972.0	264,67	31,51	264,72	26,30	264,69	28,90	224,97	188,30	617,06	283,10	187,11	616,21					644,87	644,87	3,48	3,45	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					21339	11:11:16.893	1541499118401058															0	2		Fixation	190	796	423	4,74	102,98		120	794.0	419.0	804.0	416.0	799.0	417.0	799.0	417.0	212,46	177,40	215,26	178,16	213,86	177,78	224,45	189,83	617,22	282,15	188,63	616,24					645,56	645,56	3,43	3,39	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					21572	11:11:17.126	1541499118634322															0	3		Fixation	200	753	237	1,11	161,91	58,93	190	759.0	220.0	740.0	235.0	749.0	227.0	749.0	227.0	203,20	230,87	198,16	226,83	200,68	228,85	223,76	191,44	618,11	281,56	190,42	616,95					646,99	646,99	3,09	3,13	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					21789	11:11:17.343	1541499118851012															0	4		Fixation	383	710	223	1,64	350,51	188,60	255	722.0	209.0	697.0	223.0	709.0	216.0	709.0	216.0	193,22	233,89	186,62	230,03	189,92	231,96	223,12	193,85	620,01	281,10	192,91	618,74					649,65	649,65	3,01	3,00	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					22199	11:11:17.753	1541499119260986															0	5		Fixation	373	776	234	1,60	12,57	22,06	378	797.0	223.0	773.0	238.0	785.0	230.0	785.0	230.0	213,19	229,94	206,75	226,13	209,97	228,04	224,06	193,60	619,25	282,08	192,41	618,39					648,80	648,80	3,02	2,99	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					22596	11:11:18.149	1541499119657531															0	6		Fixation	953	839	220	0,78	163,25	150,68	497	844.0	218.0	837.0	225.0	840.0	221.0	840.0	221.0	225,79	231,52	224,06	229,54	224,93	230,53	224,47	195,70	616,41	282,49	194,19	615,47					646,87	646,87	3,17	3,19	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					23565	11:11:19.119	1541499120627415															0	7		Fixation	367	809	211	1,88	198,49	35,24	788	812.0	214.0	802.0	215.0	807.0	214.0	807.0	214.0	217,32	232,49	214,49	232,13	215,91	232,31	231,51	191,43	613,49	289,49	188,37	613,70					642,31	642,31	3,35	3,40	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					23955	11:11:19.509	1541499121017363															0	8		Fixation	267	737	235	1,68	0,85	162,35	905	743.0	240.0	727.0	222.0	735.0	231.0	735.0	231.0	198,72	225,51	194,61	230,22	196,66	227,87	230,31	191,16	613,69	288,30	188,53	613,53					642,46	642,46	3,46	3,46	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					24245	11:11:19.799	1541499121307384															0	9		Fixation	333	805	234	1,30	354,49	353,64	992	813.0	237.0	802.0	240.0	807.0	238.0	807.0	238.0	217,56	226,38	214,50	225,51	216,03	225,94	229,26	190,38	613,78	287,28	188,33	613,23					642,32	642,32	3,51	3,51	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	645304	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	20942	103869	82927					24599	11:11:20.152	1541499121660588															0	10		Fixation	413	857	239	2,03	354,34	359,85	1098	875.0	225.0	858.0	234.0	866.0	229.0	866.0	229.0	234,20	229,66	229,65	227,14	231,93	228,40	228,85	190,54	614,27	286,89	188,48	613,45					642,85	642,85	3,47	3,47	0	0				
