	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					31080	14:20:14.280	1541596856011575															0	1		Fixation	247	1236	670				1	1228.0	658.0	1244.0	695.0	1236.0	676.0	1236.0	676.0	328,70	113,21	332,98	103,43	330,84	108,32	227,65	198,05	592,83	285,91	199,32	591,36					625,63	625,63	2,54	2,70	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					31163	14:20:14.363	1541596856094877															0	2		Fixation	183	664	671	8,83	64,54		26	669.0	680.0	685.0	661.0	677.0	670.0	677.0	670.0	179,09	107,32	183,35	112,61	181,22	109,96	225,91	198,18	593,50	284,04	199,05	591,10					626,38	626,38	2,56	2,70	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					31389	14:20:14.590	1541596856321538															0	3		Fixation	177	813	359	3,70	120,06	55,52	94	806.0	357.0	819.0	383.0	812.0	370.0	812.0	370.0	215,75	194,21	219,25	187,23	217,50	190,72	226,15	199,41	593,59	283,99	199,79	590,82					626,91	626,91	2,62	2,80	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					31596	14:20:14.797	1541596856528166															0	4		Fixation	153	741	235	0,99	135,95	15,89	156	733.0	244.0	740.0	241.0	736.0	242.0	736.0	242.0	196,05	224,40	198,07	225,17	197,06	224,79	226,44	200,99	594,17	284,40	201,20	591,64					628,02	628,02	2,52	2,70	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					31766	14:20:14.967	1541596856698142															0	5		Fixation	250	713	208	2,30	2,55	226,60	207	709.0	202.0	708.0	206.0	708.0	204.0	708.0	204.0	189,86	235,59	189,44	234,76	189,65	235,17	226,78	201,57	594,79	284,80	201,72	592,38					628,79	628,79	2,43	2,62	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					32043	14:20:15.243	1541596856974758															0	6		Fixation	197	803	204	0,87	335,63	333,07	290	789.0	194.0	793.0	204.0	791.0	199.0	791.0	199.0	211,23	237,86	212,23	235,18	211,73	236,52	227,32	202,08	595,17	285,35	202,17	592,93					629,31	629,31	2,39	2,55	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					32256	14:20:15.457	1541596857188076															0	7		Fixation	200	834	218	16,11	272,53	296,91	354	845.0	203.0	847.0	213.0	846.0	208.0	846.0	208.0	226,23	235,37	226,68	232,72	226,46	234,04	227,46	201,94	594,78	285,52	202,06	592,65					628,89	628,89	2,38	2,57	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					32526	14:20:15.727	1541596857458064															0	8		Fixation	120	862	849	4,00	294,78	22,25	435	859.0	836.0	862.0	830.0	860.0	833.0	860.0	833.0	229,88	65,54	230,64	67,05	230,26	66,30	228,62	200,54	594,69	286,34	200,57	592,71					628,24	628,24	2,38	2,50	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					32676	14:20:15.876	1541596857608020															0	9		Fixation	183	931	998	7,14	137,02	202,24	480	947.0	1008.0	916.0	987.0	931.0	997.0	931.0	997.0	253,38	19,38	245,14	24,94	249,26	22,16	229,24	200,08	594,41	287,07	200,04	592,70					627,78	627,78	2,49	2,58	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	486730	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31078	162101	131023					32903	14:20:16.103	1541596857834668															0	10		Fixation	123	720	802	13,35	83,56	306,54	548	719.0	800.0	730.0	814.0	724.0	807.0	724.0	807.0	192,47	75,22	195,26	71,41	193,87	73,32	228,82	200,18	593,63	286,78	200,04	591,85					627,11	627,11	2,50	2,66	0	0				
