	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					31157	12:35:20.046	1553081633971258															0	1		Fixation	273	1264	592				1																			-34,01										4	4				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					31371	12:35:20.259	1553081634184590															0	2		Fixation	183	958	544	7,15	125,17		65	937.0	580.0	982.0	509.0	959.0	544.0	959.0	544.0	250,63	134,19	262,89	153,25	256,76	143,72	212,91	170,47	565,35	279,50	170,20	563,08					591,03	591,03	3,01	2,57	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					31601	12:35:20.489	1553081634414524															0	3		Fixation	373	806	329	0,74	130,51	5,34	134	788.0	277.0	811.0	338.0	799.0	307.0	799.0	307.0	210,83	215,70	217,08	199,10	213,95	207,40	211,83	171,78	566,81	278,19	171,61	564,25					592,93	592,93	2,84	2,54	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					32114	12:35:21.002	1553081634927830															0	4		Fixation	160	788	308	2,03	89,25	318,74	288	767.0	311.0	774.0	324.0	770.0	317.0	770.0	317.0	205,30	206,51	207,26	202,88	206,28	204,70	208,49	174,79	573,12	275,06	175,98	571,38					600,13	600,13	2,66	2,50	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					32297	12:35:21.186	1553081635111152															0	5		Fixation	190	789	232	1,51	10,16	280,91	343	773.0	213.0	807.0	245.0	790.0	229.0	790.0	229.0	206,90	232,74	215,96	224,07	211,43	228,40	213,32	177,41	574,65	279,85	178,22	571,89					602,10	602,10	2,79	2,57	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					32510	12:35:21.399	1553081635324361															0	6		Fixation	240	845	222	3,73	341,94	331,78	407	845.0	201.0	872.0	259.0	858.0	230.0	858.0	230.0	226,15	236,01	233,32	220,34	229,73	228,17	215,36	179,18	579,12	282,00	179,04	576,66					606,76	606,76	2,90	2,62	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					32774	12:35:21.662	1553081635587697															0	7		Fixation	307	925	248	4,59	189,06	207,11	486																			-34,01										4	4				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					33110	12:35:21.999	1553081635924367															0	8		Fixation	287	818	265	1,19	272,59	83,54	587	790.0	238.0	820.0	293.0	805.0	265.0	805.0	265.0	211,34	226,07	219,30	211,28	215,32	218,67	210,58	177,89	569,92	277,19	178,41	567,49					598,07	598,07	2,96	2,65	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					33417	12:35:22.306	1553081636230990															0	9		Fixation	423	820	309	1,81	299,56	26,96	679	812.0	319.0	830.0	329.0	821.0	324.0	821.0	324.0	217,21	204,35	222,12	201,59	219,67	202,97	211,46	176,96	566,54	278,03	177,63	563,96					594,52	594,52	3,01	2,63	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	181312	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	31156	94780	63624					33864	12:35:22.752	1553081636677566															0	10		Fixation	220	853	367	2,08	108,14	168,59	813	845.0	382.0	859.0	371.0	852.0	376.0	852.0	376.0	226,09	187,38	229,88	190,26	227,99	188,82	210,99	176,75	566,78	277,58	177,14	564,30					594,70	594,70	3,12	2,64	0	0				
