	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					21599	11:06:40.717	1540285614796363															0	1		Fixation	537	972	949				1	958.0	940.0	979.0	964.0	968.0	952.0	968.0	952.0	256,32	37,63	262,03	31,05	259,17	34,34	225,67	170,25	608,53	295,43	169,25	607,74					630,77	630,77	4,12	3,89	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					21852	11:06:40.970	1540285615049652															0	2		Fixation	113	836	498	6,32	102,61		77	814.0	404.0	851.0	526.0	832.0	465.0	832.0	465.0	217,80	181,42	227,67	148,78	222,74	165,10	225,71	171,40	608,44	295,04	170,40	607,80					631,05	631,05	4,14	4,04	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					22069	11:06:41.186	1540285615266316															0	3		Fixation	157	781	253	1,39	135,63	33,02	142	762.0	213.0	792.0	233.0	777.0	223.0	777.0	223.0	203,89	232,81	211,90	227,42	207,89	230,12	225,52	171,99	608,07	294,74	170,95	607,44					630,91	630,91	3,78	3,61	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					22255	11:06:41.373	1540285615452994															0	4		Fixation	153	741	214	0,65	155,31	19,67	198	729.0	202.0	746.0	225.0	737.0	213.0	737.0	213.0	195,15	235,73	199,73	229,65	197,44	232,69	225,37	171,90	607,72	294,79	170,85	607,00					630,55	630,55	3,48	3,41	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					22415	11:06:41.533	1540285615612921															0	5		Fixation	150	717	203	2,07	4,84	209,53	246	722.0	193.0	728.0	222.0	725.0	207.0	725.0	207.0	193,16	238,05	194,89	230,30	194,02	234,18	225,08	171,87	607,76	294,59	170,85	606,97					630,60	630,60	3,41	3,34	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					22592	11:06:41.710	1540285615789619															0	6		Fixation	177	800	196	1,02	9,96	5,12	299	791.0	201.0	812.0	207.0	801.0	204.0	801.0	204.0	211,58	236,03	217,18	234,49	214,38	235,26	225,07	171,99	607,78	294,61	171,04	607,10					630,65	630,65	3,44	3,37	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					22788	11:06:41.906	1540285615986247															0	7		Fixation	613	840	189	2,74	197,00	187,04	358	841.0	187.0	844.0	207.0	842.0	197.0	842.0	197.0	225,08	239,65	225,93	234,37	225,51	237,01	224,80	172,03	607,92	294,40	171,13	607,09					630,82	630,82	3,54	3,44	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					23432	11:06:42.550	1540285616629497															0	8		Fixation	230	735	221	2,27	3,16	166,15	551	728.0	221.0	743.0	226.0	735.0	223.0	735.0	223.0	194,69	230,73	198,93	229,14	196,81	229,94	223,87	171,96	608,00	293,44	171,10	607,09					630,91	630,91	3,74	3,61	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					23688	11:06:42.806	1540285616886164															0	9		Fixation	333	826	216	1,04	350,28	347,13	628	812.0	204.0	836.0	209.0	824.0	206.0	824.0	206.0	217,20	235,22	223,71	233,92	220,45	234,57	223,79	172,18	607,94	293,39	171,33	607,03					630,93	630,93	3,72	3,60	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					24188	11:06:43.306	1540285617386059															0	10		Fixation	357	867	223	0,87	15,99	25,71	778	873.0	204.0	876.0	243.0	874.0	223.0	874.0	223.0	233,67	235,20	234,39	224,75	234,03	229,98	223,11	172,31	608,87	292,91	171,52	607,98					631,89	631,89	3,78	3,55	0	0				
10	10	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					24548	11:06:43.666	1540285617746010															0	11		Fixation	267	888	217	2,48	354,27	338,28	886																			-34,01										4	4				
11	11	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					24835	11:06:43.953	1540285618032652															0	12		Fixation	220	948	223	2,64	201,26	206,99	972	938.0	222.0	958.0	221.0	948.0	221.0	948.0	221.0	250,92	230,37	256,25	230,50	253,59	230,43	222,59	172,79	608,82	292,26	172,13	608,06					632,03	632,03	3,71	3,61	0	0				
12	12	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					25088	11:06:44.206	1540285618285956															0	13		Fixation	297	850	261	1,20	9,69	168,43	1048	840.0	272.0	855.0	277.0	847.0	274.0	847.0	274.0	224,80	216,81	228,87	215,46	226,84	216,13	222,50	172,40	608,35	292,12	171,63	607,26					631,46	631,46	3,63	3,55	0	0				
13	13	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					25412	11:06:44.529	1540285618609258															0	14		Fixation	257	897	253	0,63	0,00	350,31	1145	879.0	278.0	916.0	261.0	897.0	269.0	897.0	269.0	235,24	215,26	245,12	219,82	240,18	217,54	223,00	172,02	607,57	292,62	171,23	606,73					630,57	630,57	3,77	3,62	0	0				
14	14	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					25675	11:06:44.793	1540285618872532															0	15		Fixation	133	922	253	1,26	113,43	113,43	1224	896.0	276.0	930.0	253.0	913.0	264.0	913.0	264.0	239,89	215,95	248,90	222,08	244,39	219,02	223,35	171,78	607,29	292,98	170,90	606,37					630,22	630,22	3,87	3,70	0	0				
15	15	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					25828	11:06:44.946	1540285619025834															0	16		Fixation	433	902	207	2,92	188,44	75,00	1270	895.0	190.0	924.0	216.0	909.0	203.0	909.0	203.0	239,50	239,02	247,18	231,90	243,34	235,46	223,41	171,87	607,19	292,95	170,97	606,21					630,14	630,14	3,79	3,72	0	0				
16	16	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	369014	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RO	21596	71356	49760					26425	11:06:45.543	1540285619622381															0	17		Fixation	190	787	224	3,80	0,38	171,95	1449	795.0	217.0	796.0	228.0	795.0	222.0	795.0	222.0	212,69	231,56	212,95	228,69	212,82	230,12	222,74	171,48	606,46	292,54	170,64	605,31					629,36	629,36	3,85	3,65	0	0				
