	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					117499	13:33:44.112	1553085138028559															0	1		Fixation	173	1002	932				1																			-34,01										4	4				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					117676	13:33:44.288	1553085138205199															0	2		Fixation	133	597	361	11,51	23,75		54																			-34,01										4	4				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					117849	13:33:44.462	1553085138378495															0	3		Fixation	130	841	254	2,77	144,96	121,22	106	818.0	252.0	872.0	249.0	845.0	250.0	845.0	250.0	218,87	222,25	233,35	222,99	226,11	222,62	222,40	195,87	626,02	285,26	195,38	621,25					656,01	656,01	3,84	3,78	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					118006	13:33:44.618	1553085138535160															0	4		Fixation	240	748	189	2,33	356,98	212,01	153	704.0	180.0	770.0	168.0	737.0	174.0	737.0	174.0	188,46	241,66	205,95	244,98	197,20	243,32	222,57	195,97	625,27	285,42	195,61	621,06					655,34	655,34	3,78	3,65	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					118273	13:33:44.885	1553085138801786															0	5		Fixation	183	843	194	37,00	276,57	279,59	233	832.0	193.0	869.0	180.0	850.0	186.0	850.0	186.0	222,76	238,16	232,57	241,75	227,67	239,95	223,31	195,62	623,81	286,28	195,60	620,60					653,82	653,82	3,57	3,47	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					118536	13:33:45.148	1553085139065053															0	6		Fixation	167	938	1016	21,02	107,63	191,06	312																			-34,01										4	4				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					118746	13:33:45.358	1553085139275039															0	7		Fixation	200	835	693	1,36	178,08	70,45	375																			-34,01										4	4				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					118959	13:33:45.572	1553085139488365															0	8		Fixation	103	805	692	3,31	4,67	186,59	439	778.0	699.0	815.0	682.0	796.0	690.0	796.0	690.0	208,10	102,30	217,98	106,89	213,04	104,59	220,33	199,18	621,16	283,34	199,20	617,61					652,76	652,76	3,46	3,39	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					119089	13:33:45.702	1553085139618380															0	9		Fixation	127	940	681	2,61	247,28	242,61	478	936.0	677.0	982.0	664.0	959.0	670.0	959.0	670.0	250,59	108,29	262,82	111,71	256,71	110,00	221,16	198,25	621,08	284,10	198,04	617,81					652,31	652,31	3,45	3,42	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	117498	200290	82792					119366	13:33:45.978	1553085139894991															0	10		Fixation	227	898	781	0,68	163,45	276,16	561	889.0	758.0	919.0	738.0	904.0	748.0	904.0	748.0	238,00	86,51	245,97	91,93	241,98	89,22	222,33	198,59	633,65	287,04	193,93	618,25					664,10	664,10	3,56	3,41	0	0				
