	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					133534	12:04:49.247	1542279945501294															0	1		Fixation	190	864	541				1	857.0	541.0	875.0	527.0	866.0	534.0	866.0	534.0	229,40	144,67	234,09	148,33	231,75	146,50	214,86	192,87	510,05	279,99	194,19	508,71					548,39	548,39	4,05	4,06	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					133714	12:04:49.427	1542279945681289															0	2		Fixation	210	764	494	14,06	82,92		55																			-34,01										4	4				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					133968	12:04:49.680	1542279945934563															0	3		Fixation	227	799	213	1,73	195,04	112,12	131	794.0	215.0	802.0	206.0	798.0	210.0	798.0	210.0	212,55	232,34	214,66	234,61	213,60	233,48	214,59	193,65	510,67	279,42	195,01	509,11					549,30	549,30	4,00	4,01	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					134217	12:04:49.930	1542279946184516															0	4		Fixation	117	743	228	2,48	358,62	163,57	206	733.0	222.0	728.0	237.0	730.0	229.0	730.0	229.0	196,13	230,45	194,75	226,39	195,44	228,42	214,00	193,87	510,90	279,16	195,21	509,07					549,64	549,64	3,83	3,78	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					134454	12:04:50.167	1542279946421164															0	5		Fixation	163	826	230	2,52	355,22	356,61	277	823.0	249.0	823.0	230.0	823.0	239.0	823.0	239.0	220,24	223,01	220,23	228,33	220,24	225,67	214,56	194,36	511,01	279,76	195,67	509,46					549,89	549,89	3,85	3,78	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					134741	12:04:50.454	1542279946707814															0	6		Fixation	283	910	237	0,26	314,91	319,69	363	902.0	203.0	918.0	243.0	910.0	223.0	910.0	223.0	241,40	235,53	245,68	224,60	243,54	230,07	214,28	194,70	511,17	279,45	196,07	509,56					550,21	550,21	4,03	3,88	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					135211	12:04:50.924	1542279947177721															0	7		Fixation	287	916	243	4,44	189,88	234,97	504	908.0	263.0	927.0	247.0	917.0	255.0	917.0	255.0	242,97	219,45	247,99	223,51	245,48	221,48	214,95	196,58	509,71	280,16	197,57	508,01					549,62	549,62	3,92	3,96	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					135667	12:04:51.380	1542279947634368															0	8		Fixation	263	772	268	2,55	297,42	107,54	641	769.0	242.0	775.0	265.0	772.0	253.0	772.0	253.0	205,81	224,88	207,46	218,77	206,63	221,83	218,99	218,94	501,50	284,25	216,96	494,96					551,79	551,79	3,91	3,91	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					135961	12:04:51.673	1542279947927653															0	9		Fixation	233	810	341	0,17	158,14	220,71	729	809.0	332.0	831.0	335.0	820.0	333.0	820.0	333.0	216,58	200,74	222,45	200,07	219,51	200,41	219,80	216,11	492,69	284,88	214,98	487,24					542,63	542,63	3,91	3,89	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	346781	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	133531	208651	75120					136341	12:04:52.053	1542279948307614															0	10		Fixation	83	805	339	5,48	359,47	201,33	843	799.0	360.0	807.0	325.0	803.0	342.0	803.0	342.0	213,69	193,19	216,00	202,70	214,85	197,95	216,61	212,21	486,05	281,89	213,84	485,16					535,19	535,19	3,88	3,84	0	0				
