	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					115444	17:00:57.126	1539702045056895															0	1		Fixation	217	1043	446				5	1016.0	440.0	1057.0	448.0	1036.0	444.0	1036.0	444.0	271,94	171,71	282,85	169,68	277,40	170,69	208,40	227,75	648,96	270,91	228,44	651,88					689,83	689,83	2,90	3,11	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					115691	17:00:57.373	1539702045303602															0	2		Fixation	163	902	460	3,32	185,69		79	875.0	471.0	910.0	445.0	892.0	458.0	892.0	458.0	234,16	163,52	243,39	170,58	238,78	167,05	207,88	228,58	649,76	270,75	228,73	652,37					690,92	690,92	2,84	3,03	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					115891	17:00:57.573	1539702045503523															0	3		Fixation	120	797	347	3,62	132,81	307,12	139	783.0	350.0	811.0	331.0	797.0	340.0	797.0	340.0	209,47	196,01	217,06	201,14	213,26	198,57	207,06	229,95	651,74	269,82	230,17	653,53					693,32	693,32	2,80	3,08	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					116037	17:00:57.720	1539702045650190															0	4		Fixation	293	779	207	3,32	97,30	324,50	183	758.0	173.0	789.0	201.0	773.0	187.0	773.0	187.0	202,96	243,63	211,23	236,06	207,10	239,84	207,20	231,18	653,71	269,88	231,22	655,13					695,60	695,60	2,80	3,10	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					116347	17:00:58.030	1539702045960163															0	5		Fixation	90	810	211	0,73	352,62	255,32	276	802.0	213.0	827.0	226.0	814.0	219.0	814.0	219.0	214,62	232,66	221,25	229,38	217,94	231,02	202,43	233,77	657,47	265,31	234,60	657,67					700,41	700,41	2,70	3,01	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					116601	17:00:58.283	1539702046213469															0	6		Fixation	127	775	218	1,44	191,35	198,72	352																			-34,01										4	4				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					116751	17:00:58.433	1539702046363410															0	7		Fixation	517	698	217	3,21	179,25	347,91	397	675.0	223.0	688.0	221.0	681.0	222.0	681.0	222.0	180,64	230,01	184,18	230,62	182,41	230,32	195,31	233,48	657,94	258,14	237,19	656,25					701,32	701,32	2,75	3,05	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					117294	17:00:58.976	1539702046906684															0	8		Fixation	463	769	225	1,67	353,55	174,30	560	771.0	214.0	785.0	226.0	778.0	220.0	778.0	220.0	206,24	232,52	210,13	229,25	208,19	230,88	204,85	236,94	654,04	267,78	238,36	653,03					698,29	698,29	2,64	2,90	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					117780	17:00:59.463	1539702047393318															0	9		Fixation	147	831	221	1,45	3,70	10,15	706	830.0	225.0	843.0	223.0	836.0	224.0	836.0	224.0	222,20	229,50	225,56	230,09	223,88	229,80	197,23	236,01	655,02	260,14	238,16	654,66					699,44	699,44	2,60	2,89	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	410828	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	115428	278028	162599					117954	17:00:59.636	1539702047566583															0	10		Fixation	263	759	222	1,69	180,80	177,10	758	745.0	228.0	754.0	223.0	749.0	225.0	749.0	225.0	199,28	228,71	201,70	230,08	200,49	229,39	196,16	236,24	654,38	259,07	238,87	654,08					699,03	699,03	2,61	2,87	0	0				
