	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					85250	15:10:13.375	1542031867204440															0	1		Fixation	143	256	619				1	250.0	603.0	244.0	622.0	247.0	612.0	247.0	612.0	67,00	128,15	65,39	122,99	66,19	125,57	212,65	249,57	636,32	279,94	248,62	637,78					686,61	686,61	3,20	3,38	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					85353	15:10:13.478	1542031867307802															0	2		Fixation	100	205	592	16,79	2,21		32	207.0	553.0	194.0	603.0	200.0	578.0	200.0	578.0	55,39	141,61	52,04	127,99	53,72	134,80	212,45	249,49	636,37	279,75	249,04	637,69					686,64	686,64	3,18	3,31	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					85526	15:10:13.651	1542031867481058															0	3		Fixation	160	934	564	7,89	114,02	111,81	84	939.0	518.0	937.0	576.0	938.0	547.0	938.0	547.0	251,33	151,00	250,65	135,38	250,99	143,19	214,29	249,65	636,30	281,54	248,99	638,34					686,53	686,53	3,10	3,25	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					85726	15:10:13.851	1542031867681047															0	4		Fixation	167	799	262	2,10	53,48	299,46	144	793.0	262.0	788.0	284.0	790.0	273.0	790.0	273.0	212,13	219,52	210,99	213,70	211,56	216,61	214,01	250,31	636,08	281,00	249,66	638,15					686,62	686,62	2,96	3,14	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					85923	15:10:14.048	1542031867877687															0	5		Fixation	177	851	192	2,62	181,58	128,10	203	852.0	200.0	850.0	194.0	851.0	197.0	851.0	197.0	227,88	236,28	227,49	237,99	227,69	237,14	214,43	250,62	636,06	281,51	249,80	638,13					686,70	686,70	2,86	2,99	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					86126	15:10:14.251	1542031868081048															0	6		Fixation	193	742	195	1,30	6,36	184,78	264	749.0	207.0	746.0	200.0	747.0	203.0	747.0	203.0	200,44	234,26	199,55	236,37	200,00	235,31	214,28	251,22	636,37	281,43	250,30	638,13					687,24	687,24	2,81	2,88	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					86343	15:10:14.468	1542031868297633															0	7		Fixation	123	796	189	1,49	356,30	349,94	329	801.0	218.0	776.0	192.0	788.0	205.0	788.0	205.0	214,42	231,45	207,76	238,30	211,09	234,88	213,79	251,65	636,11	280,99	251,02	637,81					687,22	687,22	2,85	2,97	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					86489	15:10:14.615	1542031868444328															0	8		Fixation	120	858	193	2,81	193,84	197,55	373	863.0	197.0	860.0	181.0	861.0	189.0	861.0	189.0	231,04	236,95	230,26	241,44	230,65	239,20	213,58	252,40	636,52	280,75	251,73	637,98					687,91	687,91	2,83	2,92	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					86639	15:10:14.764	1542031868594269															0	9		Fixation	217	744	221	1,15	5,97	172,12	418	753.0	229.0	734.0	219.0	743.0	224.0	743.0	224.0	201,63	228,55	196,50	231,23	199,07	229,89	212,55	253,23	637,34	279,69	252,80	638,60					689,06	689,06	2,87	3,01	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	443021	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	85246	198374	113128					86889	15:10:15.014	1542031868844225															0	10		Fixation	153	792	216	1,70	2,43	356,46	493	785.0	225.0	800.0	210.0	792.0	217.0	792.0	217.0	209,95	229,59	214,06	233,58	212,01	231,58	211,13	255,89	638,28	278,35	255,54	638,55					691,12	691,12	2,91	3,05	0	0				
