	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					123576	11:54:00.925	1540288454996451															0	1		Fixation	317	917	522				1																			-34,01										4	4				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					123926	11:54:01.275	1540288455346434															0	2		Fixation	233	869	436	2,81	154,19		106	851.0	419.0	887.0	443.0	869.0	431.0	869.0	431.0	227,81	177,46	237,24	171,05	232,53	174,26	229,46	200,75	623,92	292,57	192,87	622,94					655,46	655,46	4,18	4,46	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					124182	11:54:01.531	1540288455603029															0	3		Fixation	243	813	409	8,64	103,49	309,30	183																			-34,01										4	4				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					124462	11:54:01.811	1540288455882982															0	4		Fixation	233	768	222	3,30	4,50	261,01	267																			-34,01										4	4				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					124729	11:54:02.078	1540288456149619															0	5		Fixation	140	870	214	0,68	7,15	2,65	347																			-34,01										4	4				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					124879	11:54:02.228	1540288456299624															0	6		Fixation	147	894	211	4,92	178,76	171,61	392																			-34,01										4	4				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					125062	11:54:02.411	1540288456482925															0	7		Fixation	413	755	208	2,30	351,84	173,08	447																			-34,01										4	4				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					125505	11:54:02.855	1540288456926214															0	8		Fixation	177	811	216	2,21	177,03	185,19	580																			-34,01										4	4				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					125705	11:54:03.055	1540288457126128															0	9		Fixation	553	753	213	1,80	1,40	184,37	640																			-34,01										4	4				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	422426	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VO	123575	229079	105503					126272	11:54:03.621	1540288457692747															0	10		Fixation	187	794	212	2,22	176,56	175,15	810	800.0	205.0	808.0	222.0	804.0	213.0	804.0	213.0	213,97	234,99	216,33	230,44	215,15	232,72	213,83	202,09	599,06	276,87	194,26	595,16					633,69	633,69	3,61	3,84	0	0				
