	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					64856	13:04:30.307	1553083384228400															0	1		Fixation	313	829	523				14	799.0	513.0	865.0	490.0	832.0	501.0	832.0	501.0	213,95	152,33	231,47	158,27	222,71	155,30	248,26	203,11	589,02	311,98	195,38	590,81					623,38	623,38	3,53	3,24	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					65216	13:04:30.667	1553083384588353															0	2		Fixation	203	772	242	13,52	101,43		122																			-34,01										4	4				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					65443	13:04:30.894	1553083384815000															0	3		Fixation	317	738	207	2,26	134,08	32,65	190	708.0	188.0	746.0	224.0	727.0	206.0	727.0	206.0	189,33	239,48	199,62	229,75	194,48	234,61	247,73	211,06	592,86	311,67	203,24	591,46					629,98	629,98	3,31	3,14	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					65780	13:04:31.231	1553083385151620															0	4		Fixation	297	797	205	1,50	1,95	227,87	291	778.0	190.0	816.0	209.0	797.0	199.0	797.0	199.0	208,31	238,95	218,34	233,76	213,33	236,35	244,90	214,54	597,94	308,94	206,92	597,00					636,06	636,06	3,24	3,08	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					66096	13:04:31.547	1553083385468268															0	5		Fixation	287	750	235	2,39	212,63	210,69	386																			-34,01										4	4				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					66409	13:04:31.861	1553083385781562															0	6		Fixation	217	811	229	2,03	5,64	153,00	480																			-34,01										4	4				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					66649	13:04:32.101	1553083386021504															0	7		Fixation	353	882	235	2,61	355,15	349,52	552																			-34,01										4	4				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					67033	13:04:32.484	1553083386404809															0	8		Fixation	267	748	257	5,96	189,35	194,20	667	736.0	237.0	758.0	270.0	747.0	253.0	747.0	253.0	197,06	226,27	202,84	217,52	199,95	221,89	243,83	209,37	601,92	307,72	201,50	599,77					637,76	637,76	3,11	3,04	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					67319	13:04:32.770	1553083386691397															0	9		Fixation	173	789	258	1,03	358,60	169,25	753	782.0	243.0	808.0	262.0	795.0	252.0	795.0	252.0	209,31	224,63	216,20	219,54	212,75	222,09	243,64	208,56	601,94	307,53	200,41	600,38					637,48	637,48	3,12	3,02	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					67506	13:04:32.957	1553083386878041															0	10		Fixation	143	764	258	0,63	180,00	181,40	809	750.0	244.0	760.0	267.0	755.0	255.0	755.0	255.0	200,64	224,49	203,31	218,26	201,97	221,37	242,25	207,76	602,50	306,15	199,50	601,14					637,72	637,72	3,13	3,02	0	0				
10	10	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					67676	13:04:33.127	1553083387048045															0	11		Fixation	277	891	262	3,21	358,19	178,19	860	898.0	248.0	914.0	274.0	906.0	261.0	906.0	261.0	240,31	223,46	244,51	216,28	242,41	219,87	241,75	207,49	602,92	305,70	199,67	601,76					638,02	638,02	3,13	3,01	0	0				
11	11	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					67969	13:04:33.420	1553083387341331															0	12		Fixation	253	921	262	0,76	0,00	1,81	948	928.0	231.0	942.0	273.0	935.0	252.0	935.0	252.0	248,35	227,98	252,14	216,75	250,25	222,36	242,40	207,20	602,14	306,44	199,24	601,15					637,17	637,17	3,14	3,03	0	0				
12	12	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					68253	13:04:33.704	1553083387624638															0	13		Fixation	213	774	262	3,73	180,00	180,00	1033	772.0	252.0	793.0	269.0	782.0	260.0	782.0	260.0	206,47	222,23	212,18	217,82	209,32	220,03	240,35	206,61	600,95	304,34	198,84	599,53					635,90	635,90	3,13	3,02	0	0				
13	13	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					68483	13:04:33.934	1553083387854592															0	14		Fixation	230	748	238	0,89	137,20	317,20	1102	734.0	226.0	747.0	237.0	740.0	231.0	740.0	231.0	196,53	229,32	200,00	226,37	198,27	227,84	238,66	206,15	600,20	302,59	198,48	598,18					635,07	635,07	3,11	3,04	0	0				
14	14	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					68736	13:04:34.187	1553083388107865															0	15		Fixation	227	828	232	2,03	4,30	227,10	1178	827.0	213.0	840.0	236.0	833.0	224.0	833.0	224.0	221,43	232,88	224,78	226,60	223,11	229,74	239,35	205,95	600,45	303,36	198,41	599,15					635,21	635,21	3,09	3,05	0	0				
15	15	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	145604	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	64811	106434	41624					68992	13:04:34.444	1553083388364527															0	16		Fixation	77	776	349	3,27	246,11	241,80	1255	771.0	356.0	766.0	380.0	768.0	368.0	768.0	368.0	206,44	194,27	205,07	187,81	205,75	191,04	239,29	205,07	600,13	303,16	197,55	598,90					634,58	634,58	3,06	3,05	0	0				
