	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					106342	13:08:36.755	1539688104713345															0	1		Fixation	557	212	574				1																			-34,01										4	4				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					106651	13:08:37.065	1539688105023305															0	2		Fixation	213	797	592	14,94	48,34		94	759.0	576.0	829.0	587.0	794.0	581.0	794.0	581.0	203,20	135,39	221,77	132,41	212,48	133,90	243,61	193,76	599,94	307,86	190,35	599,27					630,13	630,13	3,40	3,20	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					107061	13:08:37.475	1539688105433276															0	3		Fixation	183	1188	154	10,45	181,81	133,48	217	1178.0	181.0	774.0	254.0	976.0	217.0	976.0	217.0	315,24	241,23	207,03	221,64	261,13	231,44	309,40	190,59	599,01	309,40	190,59	599,01					630,17	630,17	3,26	3,25	1	3				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					107285	13:08:37.698	1539688105656572															0	4		Fixation	193	776	167	1,14	347,16	165,34	284	764.0	159.0	786.0	172.0	775.0	165.0	775.0	165.0	204,57	247,26	210,24	243,66	207,41	245,46	245,27	193,94	599,03	309,57	190,24	598,43					629,31	629,31	3,44	3,28	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					107498	13:08:37.911	1539688105869905															0	5		Fixation	257	820	177	1,09	319,59	332,44	348	808.0	162.0	833.0	187.0	820.0	174.0	820.0	174.0	216,18	246,37	222,83	239,84	219,50	243,11	246,13	193,68	598,37	310,47	189,80	598,01					628,59	628,59	3,41	3,25	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					107771	13:08:38.185	1539688106143143															0	6		Fixation	167	853	205	1,32	0,00	40,41	430	850.0	197.0	865.0	219.0	857.0	208.0	857.0	208.0	227,37	237,12	231,37	231,20	229,37	234,16	247,84	193,38	598,07	312,17	189,17	597,97					628,17	628,17	3,16	3,08	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					107958	13:08:38.371	1539688106329820															0	7		Fixation	370	905	205	3,95	205,65	205,65	486	899.0	194.0	908.0	228.0	903.0	211.0	903.0	211.0	240,50	237,96	243,09	228,79	241,79	233,37	249,00	193,51	598,28	313,33	189,13	598,35					628,40	628,40	3,13	3,07	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					108361	13:08:38.775	1539688106733071															0	8		Fixation	353	765	272	2,62	0,99	155,34	607	749.0	264.0	758.0	265.0	753.0	264.0	753.0	264.0	200,45	218,98	202,75	218,86	201,60	218,92	247,48	193,02	597,34	311,71	188,55	597,05					627,36	627,36	3,27	3,13	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					108735	13:08:39.148	1539688107106371															0	9		Fixation	180	823	271	3,77	106,96	105,97	719																			-34,01										4	4				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					108948	13:08:39.361	1539688107319678															0	10		Fixation	270	797	186	1,89	183,19	76,23	783																			-34,01										4	4				
10	10	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	309038	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	106340	170652	64312					109238	13:08:39.651	1539688107609642															0	11		Fixation	453	743	189	3,15	355,96	172,77	870																			-34,01										4	4				
