	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					162090	14:19:20.964	1553087874874262															0	1		Fixation	323	538	569				1	524.0	560.0	544.0	581.0	534.0	570.0	534.0	570.0	140,33	139,49	145,71	133,90	143,02	136,70	219,95	174,19	557,32	285,42	173,97	548,67					584,35	584,35	3,36	3,63	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					162363	14:19:21.238	1553087875147616															0	2		Fixation	207	804	530	3,38	2,46		83																			-34,01										4	4				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					162590	14:19:21.464	1553087875374270															0	3		Fixation	483	874	527	3,24	1,47	359,01	151	868.0	533.0	897.0	525.0	882.0	529.0	882.0	529.0	232,15	146,84	240,17	149,04	236,16	147,94	221,18	174,05	556,70	286,54	173,95	548,27					583,64	583,64	3,48	3,72	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					163103	14:19:21.978	1553087875887492															0	4		Fixation	1153	991	524	0,84	354,27	352,80	305	971.0	515.0	975.0	526.0	973.0	520.0	973.0	520.0	259,83	151,77	260,92	148,86	260,38	150,32	222,59	174,24	556,70	287,83	174,05	548,39					583,63	583,63	3,10	3,33	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					164273	14:19:23.147	1553087877057386															0	5		Fixation	157	1021	527	10,36	184,86	190,59	656	1034.0	523.0	1035.0	534.0	1034.0	528.0	1034.0	528.0	276,73	149,47	276,85	146,68	276,79	148,08	221,68	173,88	556,16	286,97	173,72	547,58					583,05	583,05	3,09	3,36	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					164610	14:19:23.484	1553087877394029															0	6		Fixation	77	797	546	2,29	16,16	191,30	757																			-34,01										4	4				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					164883	14:19:23.757	1553087877667252															0	7		Fixation	547	842	533	2,54	3,05	346,89	839	846.0	539.0	839.0	576.0	842.0	557.0	842.0	557.0	226,30	145,29	224,45	135,21	225,37	140,25	236,44	186,56	561,20	302,06	182,08	557,21					591,66	591,66	3,17	3,45	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					165459	14:19:24.334	1553087878243854															0	8		Fixation	207	936	528	1,56	340,89	337,83	1012	942.0	527.0	920.0	532.0	931.0	529.0	931.0	529.0	252,16	148,39	246,21	147,00	249,19	147,69	232,01	191,27	570,58	297,71	190,12	567,04					602,28	602,28	3,15	3,41	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					165686	14:19:24.561	1553087878470508															0	9		Fixation	357	991	547	1,44	358,26	17,37	1080	1006.0	550.0	991.0	560.0	998.0	555.0	998.0	555.0	269,34	142,20	265,12	139,57	267,23	140,88	235,80	192,84	571,33	301,58	190,75	569,63					603,42	603,42	3,09	3,35	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	403638	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	162089	230552	68463					166053	14:19:24.927	1553087878837131															0	10		Fixation	223	1024	548	2,45	181,66	183,40	1190																			-34,01										4	4				
