	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					120992	15:11:20.565	1540822307289763															0	1		Fixation	473	1133	618				1	1101.0	651.0	1168.0	594.0	1134.0	622.0	1134.0	622.0	294,61	115,16	312,49	130,52	303,55	122,84	242,30	164,85	669,06	301,82	159,04	665,66					686,11	686,11	3,86	3,80	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					121242	15:11:20.814	1540822307539719															0	2		Fixation	143	778	477	4,79	82,59		76	737.0	541.0	824.0	419.0	780.0	480.0	780.0	480.0	197,25	144,67	220,53	177,57	208,89	161,12	241,14	164,56	668,64	300,59	158,90	664,86					685,64	685,64	3,89	3,71	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					121422	15:11:20.995	1540822307719763															0	3		Fixation	107	805	270	1,08	352,70	270,11	130	785.0	276.0	833.0	253.0	809.0	264.0	809.0	264.0	210,04	215,73	222,93	221,89	216,48	218,81	241,31	165,06	668,47	300,73	159,53	665,00					685,62	685,62	3,61	3,54	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					121648	15:11:21.221	1540822307946329															0	4		Fixation	97	852	276	1,22	98,56	105,85	198	824.0	347.0	875.0	229.0	849.0	288.0	849.0	288.0	220,58	196,73	234,08	228,34	227,33	212,54	240,47	165,90	669,01	299,95	160,54	665,24					686,40	686,40	3,53	3,28	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					121902	15:11:21.474	1540822308199712															0	5		Fixation	197	844	223	2,41	260,21	161,66	274	818.0	233.0	848.0	222.0	833.0	227.0	833.0	227.0	218,80	227,30	226,98	230,33	222,89	228,82	238,78	167,06	669,92	298,33	160,96	663,96					687,65	687,65	3,20	3,12	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					122165	15:11:21.738	1540822308463002															0	6		Fixation	233	826	327	9,20	278,29	18,07	353	796.0	407.0	847.0	289.0	821.0	348.0	821.0	348.0	213,13	180,60	226,72	212,39	219,93	196,49	238,12	167,57	669,98	297,65	162,65	665,91					687,87	687,87	3,53	3,38	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					122452	15:11:22.024	1540822308749565															0	7		Fixation	90	884	724	3,50	104,72	186,43	439	845.0	746.0	911.0	702.0	878.0	724.0	878.0	724.0	226,13	89,62	243,76	101,56	234,95	95,59	238,40	167,09	670,57	297,78	162,53	666,25					688,29	688,29	3,60	3,56	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					122578	15:11:22.151	1540822308876222															0	8		Fixation	267	845	576	0,72	10,99	266,27	477	812.0	607.0	866.0	562.0	839.0	584.0	839.0	584.0	217,22	127,06	231,77	139,15	224,49	133,10	239,07	167,47	670,54	298,51	162,83	666,41					688,36	688,36	3,54	3,55	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					122862	15:11:22.434	1540822309159535															0	9		Fixation	177	876	570	2,64	359,00	348,01	562	844.0	613.0	906.0	537.0	875.0	575.0	875.0	575.0	225,93	125,49	242,35	145,75	234,14	135,62	240,61	167,21	669,47	300,17	162,16	665,90					687,23	687,23	3,56	3,55	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	333006	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	VS	120991	198519	77528					123072	15:11:22.644	1540822309369508															0	10		Fixation	440	991	572	0,82	206,64	207,64	625	970.0	617.0	1017.0	521.0	993.0	569.0	993.0	569.0	259,48	124,26	272,18	149,96	265,83	137,11	241,30	166,13	669,39	300,79	161,10	665,52					686,82	686,82	3,56	3,50	0	0				
