	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					22029	13:32:08.641	1553085042557960															0	1		Fixation	230	638	664				1	620.0	686.0	644.0	653.0	632.0	669.0	632.0	669.0	166,04	105,74	172,36	114,64	169,20	110,19	222,43	191,32	623,86	285,39	194,24	619,42					652,41	652,41	3,39	3,38	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					22265	13:32:08.878	1553085042794578															0	2		Fixation	173	758	259	3,05	110,40		72	760.0	238.0	760.0	248.0	760.0	243.0	760.0	243.0	203,47	225,95	203,33	223,49	203,40	224,72	223,19	192,06	622,85	285,84	194,86	618,72					651,68	651,68	3,43	3,39	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					22472	13:32:09.084	1553085043001204															0	3		Fixation	187	733	192	4,01	358,17	247,76	134																			-34,01										4	4				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					22685	13:32:09.297	1553085043214522															0	4		Fixation	223	827	195	1,24	173,14	174,97	198	831.0	204.0	828.0	190.0	829.0	197.0	829.0	197.0	222,33	235,16	221,67	238,95	222,00	237,05	221,47	192,40	621,89	284,23	195,27	617,96					650,98	650,98	3,03	2,98	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					22928	13:32:09.541	1553085043457765															0	5		Fixation	283	777	189	1,82	2,33	189,19	271	771.0	196.0	770.0	185.0	770.0	190.0	770.0	190.0	206,38	237,28	205,93	240,15	206,16	238,72	221,44	192,86	621,98	284,23	195,66	618,18					651,23	651,23	3,15	3,11	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					23248	13:32:09.861	1553085043777785															0	6		Fixation	220	851	186	19,56	279,78	277,45	367	829.0	190.0	848.0	184.0	838.0	187.0	838.0	187.0	221,79	238,90	226,80	240,65	224,29	239,78	221,57	193,65	622,57	284,35	196,33	618,86					652,05	652,05	3,36	3,34	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					23555	13:32:10.167	1553085044084411															0	7		Fixation	300	988	978	2,28	12,76	92,98	459	984.0	991.0	990.0	962.0	987.0	976.0	987.0	976.0	263,24	23,78	264,96	31,72	264,10	27,75	221,12	192,11	621,52	283,72	194,82	617,65					650,56	650,56	3,41	3,40	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					23895	13:32:10.507	1553085044424319															0	8		Fixation	113	1081	957	17,58	110,43	97,67	561	1066.0	966.0	1062.0	946.0	1064.0	956.0	1064.0	956.0	285,16	30,50	284,07	36,04	284,61	33,27	220,74	191,68	621,13	283,61	194,50	617,34					650,07	650,07	3,35	3,33	0	0				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					24182	13:32:10.794	1553085044710933															0	9		Fixation	153	828	280	1,45	179,03	68,60	647	825.0	277.0	835.0	286.0	830.0	281.0	830.0	281.0	220,87	215,71	223,38	213,22	222,13	214,46	220,67	193,12	622,10	283,53	195,80	618,11					651,48	651,48	3,32	3,32	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	435375	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	22026	92778	70752					24355	13:32:10.967	1553085044884271															0	10		Fixation	333	769	279	2,33	0,00	180,97	699	739.0	278.0	745.0	282.0	742.0	280.0	742.0	280.0	197,68	215,37	199,46	214,23	198,57	214,80	220,43	193,05	622,37	283,33	195,76	618,35					651,72	651,72	3,35	3,35	0	0				
