	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					11547	11:39:20.439	1541587201994051															0	1		Fixation	130	942	933				1																			-34,01										4	4				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					11574	11:39:20.465	1541587202020726															0	2		Fixation	207	961	913	25,54	98,20		9																			-34,01										4	4				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					11837	11:39:20.729	1541587202283997															0	3		Fixation	197	880	353	1,39	185,03	86,82	88	856.0	324.0	881.0	350.0	868.0	337.0	868.0	337.0	229,06	203,00	235,81	196,01	232,44	199,51	233,96	222,50	629,42	292,56	215,60	629,31					668,45	668,45	4,24	3,97	0	0				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					12057	11:39:20.949	1541587202504032															0	4		Fixation	217	823	358	0,96	197,58	12,55	154	821.0	352.0	827.0	348.0	824.0	350.0	824.0	350.0	219,59	195,54	221,43	196,61	220,51	196,08	233,60	222,69	629,64	292,39	215,75	629,41					668,74	668,74	3,87	3,65	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					12294	11:39:21.185	1541587202740634															0	5		Fixation	243	785	370	3,99	102,98	265,40	225	786.0	368.0	780.0	371.0	783.0	369.0	783.0	369.0	210,30	191,10	208,66	190,42	209,48	190,76	233,54	223,03	630,27	292,33	216,20	630,03					669,45	669,45	3,56	3,40	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					12570	11:39:21.462	1541587203017242															0	6		Fixation	283	748	210	1,08	176,17	73,19	308	744.0	207.0	753.0	186.0	748.0	196.0	748.0	196.0	199,04	234,39	201,52	240,11	200,28	237,25	233,58	223,55	631,49	292,23	216,99	631,37					670,78	670,78	3,28	3,10	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					12874	11:39:21.765	1541587203320514															0	7		Fixation	247	703	207	1,63	290,00	113,82	399	711.0	203.0	714.0	224.0	712.0	213.0	712.0	213.0	190,38	235,40	191,16	229,85	190,77	232,63	232,62	223,81	631,08	291,39	217,28	630,82					670,53	670,53	3,23	3,16	0	0				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					13297	11:39:22.188	1541587203743793															0	8		Fixation	87	726	270	3,40	279,43	349,44	526	718.0	301.0	685.0	213.0	701.0	257.0	701.0	257.0	192,26	209,14	183,18	232,89	187,72	221,02	232,34	223,18	628,56	232,26	223,90	630,27					667,98	667,98	3,55	3,56	3	1				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					13420	11:39:22.312	1541587203867115															0	9		Fixation	187	749	408	1,49	350,66	71,23	563	756.0	412.0	747.0	406.0	751.0	409.0	751.0	409.0	202,24	179,35	199,79	180,85	201,02	180,10	232,62	223,64	629,99	291,35	217,11	629,75					669,46	669,46	3,70	3,51	0	0				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	249766	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	11545	24778	13233					13630	11:39:22.522	1541587204077059															0	10		Fixation	197	810	418	9,22	277,78	287,12	626	809.0	408.0	817.0	440.0	813.0	424.0	813.0	424.0	216,53	180,48	218,53	171,90	217,53	176,19	232,19	223,17	629,12	291,01	216,64	628,84					668,50	668,50	3,84	3,68	0	0				
