	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86
0	0	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					32411	11:35:17.702	1553078031637118															0	1		Fixation	250	1047	572				6	1021.0	554.0	1058.0	579.0	1039.0	566.0	1039.0	566.0	273,15	141,29	283,08	134,42	278,12	137,85	235,31	173,37	513,58	298,67	172,85	510,87					542,67	542,67	2,93	3,05	0	0				
1	1	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					32707	11:35:17.998	1553078031933752															0	2		Fixation	160	790	406	9,13	147,06		95	774.0	399.0	794.0	403.0	784.0	401.0	784.0	401.0	207,06	182,76	212,35	181,85	209,71	182,31	233,24	174,26	514,51	296,34	173,57	510,23					543,95	543,95	2,92	3,01	0	0				
2	2	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					32911	11:35:18.202	1553078032137066															0	3		Fixation	423	706	230	9,95	115,44	328,39	156																			-34,01										4	4				
3	3	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					33364	11:35:18.655	1553078032590337															0	4		Fixation	223	813	226	5,24	2,15	246,71	292	814.0	214.0	819.0	245.0	816.0	229.0	816.0	229.0	217,91	232,57	219,26	224,24	218,59	228,40	227,93	178,28	519,15	291,15	178,53	514,12					550,03	550,03	2,77	2,89	0	0				
4	4	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					33627	11:35:18.918	1553078032853610															0	5		Fixation	207	981	262	5,10	347,87	345,72	371	995.0	242.0	987.0	274.0	991.0	258.0	991.0	258.0	266,31	225,02	264,11	216,28	265,21	220,65	234,78	175,75	511,75	297,87	175,69	506,16					541,92	541,92	2,82	2,92	0	0				
5	5	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					33870	11:35:19.162	1553078033096924															0	6		Fixation	177	866	239	3,50	168,65	180,79	444	858.0	231.0	871.0	257.0	864.0	244.0	864.0	244.0	229,73	227,92	233,01	221,04	231,37	224,48	233,25	175,97	513,81	296,43	176,04	508,54					543,96	543,96	2,90	3,09	0	0				
6	6	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					34074	11:35:19.365	1553078033300232															0	7		Fixation	207	817	207	2,93	146,77	338,11	505																			-34,01										4	4				
7	7	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					34317	11:35:19.608	1553078033543556															0	8		Fixation	357	718	244	2,44	200,55	53,78	578																			-34,01										4	4				
8	8	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					34694	11:35:19.985	1553078033920172															0	9		Fixation	147	734	291	2,27	288,74	88,19	691																			-34,01										4	4				
9	9	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					34870	11:35:20.161	1553078034096825															0	10		Fixation	163	832	302	5,02	353,58	64,83	744	825.0	287.0	839.0	309.0	832.0	298.0	832.0	298.0	220,87	212,77	224,49	206,95	222,68	209,86	234,07	173,72	513,08	297,28	173,43	508,69					542,39	542,39	3,01	3,12	0	0				
10	10	n.a.	n.a.	n.a	n.a.	n.a.	n.a.	n.a.	352218	1920 x 1080		I-VT filter	Screen Recordings (1)	0	0	1920	1080	RS	32393	67824	35432					35064	11:35:20.355	1553078034290134															0	11		Fixation	140	943	311	3,32	355,35	1,77	802	941.0	304.0	951.0	322.0	946.0	313.0	946.0	313.0	251,91	208,37	254,60	203,58	253,26	205,98	234,23	173,87	514,93	297,45	173,49	510,87					544,15	544,15	3,03	3,13	0	0				
